,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Unnamed: 0.1_x,Unnamed: 0_x,capture_id,image_rank_in_capture,image_path_rel,Unnamed: 0.1_y,Unnamed: 0_y,season,site,roll,capture,capture_date_local,capture_time_local,subject_id,question__count_max,question__count_median,question__count_min,question__standing,question__resting,question__moving,question__eating,question__interacting,question__young_present,p_users_identified_this_species,pielous_evenness_index,question__horns_visible,labels,label,file,bbox,max_detection_conf,question__species
3889,49416,49416,49416,49416,49416,49416,49416,49416,49416,49416,49416,49416,49416,49416,49416,49416,452017,7124212,445173,SER_S11#P06#2#1095,2,SER_S11/P06/P06_R2/SER_S11_P06_R2_IMAG3019.JPG,2668269,170884,SER_S11,P06,2,1095,2015-12-26,11:18:51,31557315,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.67,0.79,,6,10.0,SER_S11/P06/P06_R2/SER_S11_P06_R2_IMAG3019.JPG,"[0, 0.797, 0.208, 0.169]",0.981,birdother
799,25850,25850,25850,25850,25850,25850,25850,25850,25850,25850,25850,25850,25850,25850,25850,25850,96360,6774033,94994,SER_S11#E02#2#172,2,SER_S11/E02/E02_R2/SER_S11_E02_R2_IMAG0474.JPG,2536097,38712,SER_S11,E02,2,172,2015-10-31,12:19:32,21924759,2,2,1,0.27,0.0,0.91,0.18,0.0,0.0,0.69,0.69,,16,,SER_S11/E02/E02_R2/SER_S11_E02_R2_IMAG0474.JPG,"[0.597, 0.432, 0.035, 0.104]",0.984,dikdik
4704,21694,21694,21694,21694,21694,21694,21694,21694,21694,21694,21694,21694,21694,21694,21694,21694,25670,6704661,25622,SER_S11#C01#1#69,3,SER_S11/C01/C01_R1/SER_S11_C01_R1_IMAG0186.JPG,2507197,9812,SER_S11,C01,1,69,2015-08-11,12:27:08,18871654,2,2,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,2,,SER_S11/C01/C01_R1/SER_S11_C01_R1_IMAG0186.JPG,"[0.213, 0.638, 0.372, 0.358]",0.998,warthog
9801,20497,20497,20497,20497,20497,20497,20497,20497,20497,20497,20497,20497,20497,20497,20497,20497,278186,6952497,273458,SER_S11#J09#2#271,1,SER_S11/J09/J09_R2/SER_S11_J09_R2_IMAG0764.JPG,2605787,108402,SER_S11,J09,2,271,2015-09-30,15:49:32,27920104,6,5,4,1.0,0.0,0.67,0.0,0.0,0.0,0.43,0.91,,38,0.0,SER_S11/J09/J09_R2/SER_S11_J09_R2_IMAG0764.JPG,"[0.203, 0.449, 0.031, 0.051]",0.964,hartebeest
5308,92280,92280,92280,92280,92280,92280,92280,92280,92280,92280,92280,92280,92280,92280,92280,92280,300424,6974264,295225,SER_S11#K03#1#172,1,SER_S11/K03/K03_R1/SER_S11_K03_R1_IMAG0427.JPG,2613714,116329,SER_S11,K03,1,172,2015-08-21,14:02:11,29742966,5,4,2,0.5,0.0,0.7,0.9,0.0,0.0,1.0,1.0,,1,15.0,SER_S11/K03/K03_R1/SER_S11_K03_R1_IMAG0427.JPG,"[0.855, 0.56, 0.102, 0.064]",0.979,zebra
6885,21058,21058,21058,21058,21058,21058,21058,21058,21058,21058,21058,21058,21058,21058,21058,21058,456452,7128644,449605,SER_S11#P09#1#261,1,SER_S11/P09/P09_R1/SER_S11_P09_R1_IMAG0678.JPG,2669792,172407,SER_S11,P09,1,261,2015-11-02,22:16:39,31558837,1,1,1,0.5,0.0,0.5,0.0,0.0,0.0,0.4,0.96,,22,17.0,SER_S11/P09/P09_R1/SER_S11_P09_R1_IMAG0678.JPG,"[0.521, 0.513, 0.121, 0.131]",0.983,aardvark
4104,30073,30073,30073,30073,30073,30073,30073,30073,30073,30073,30073,30073,30073,30073,30073,30073,31771,6710535,31496,SER_S11#C02#1#83,3,SER_S11/C02/C02_R1/SER_S11_C02_R1_IMAG0156.JPG,2509500,12115,SER_S11,C02,1,83,2015-08-12,07:32:11,18877234,2,2,1,0.15,0.08,0.85,0.23,0.0,0.08,0.93,0.5,,2,,SER_S11/C02/C02_R1/SER_S11_C02_R1_IMAG0156.JPG,"[0.826, 0.473, 0.031, 0.058]",0.991,warthog
8719,19859,19859,19859,19859,19859,19859,19859,19859,19859,19859,19859,19859,19859,19859,19859,19859,287079,6961192,282153,SER_S11#J10#2#134,1,SER_S11/J10/J10_R2/SER_S11_J10_R2_IMAG0335.JPG,2608851,111466,SER_S11,J10,2,134,2015-09-27,13:39:58,29738196,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.38,0.93,,19,,SER_S11/J10/J10_R2/SER_S11_J10_R2_IMAG0335.JPG,"[0.742, 0.192, 0.257, 0.77]",0.996,leopard
7369,108745,108745,108745,108745,108745,108745,108745,108745,108745,108745,108745,108745,108745,108745,108745,108745,165101,6842375,163336,SER_S11#G01#1#445,1,SER_S11/G01/G01_R1/SER_S11_G01_R1_IMAG1144.JPG,2561202,63817,SER_S11,G01,1,445,2015-09-01,15:24:12,21950326,1,1,1,0.0,0.0,1.0,0.09,0.0,0.0,0.58,0.73,,39,,SER_S11/G01/G01_R1/SER_S11_G01_R1_IMAG1144.JPG,"[0.184, 0.385, 0.526, 0.51]",0.998,topi
1208,77970,77970,77970,77970,77970,77970,77970,77970,77970,77970,77970,77970,77970,77970,77970,77970,212723,6888497,209458,SER_S11#H05#1#44,1,SER_S11/H05/H05_R1/SER_S11_H05_R1_IMAG0081.JPG,2579536,82151,SER_S11,H05,1,44,2015-08-26,07:26:24,27835656,7,2,2,0.11,0.0,0.78,1.0,0.0,0.0,1.0,0.0,,1,15.0,SER_S11/H05/H05_R1/SER_S11_H05_R1_IMAG0081.JPG,"[0.457, 0.546, 0.338, 0.312]",0.999,zebra
4511,73596,73596,73596,73596,73596,73596,73596,73596,73596,73596,73596,73596,73596,73596,73596,73596,144742,6822149,143110,SER_S11#F04#1#543,1,SER_S11/F04/F04_R1/SER_S11_F04_R1_IMAG1520.JPG,2554141,56756,SER_S11,F04,1,543,2015-08-25,04:00:05,21943256,1,1,1,0.1,0.0,0.7,0.2,0.0,0.0,1.0,0.0,,1,15.0,SER_S11/F04/F04_R1/SER_S11_F04_R1_IMAG1520.JPG,"[0.241, 0.242, 0.259, 0.169]",0.972,zebra
586,3028,3028,3028,3028,3028,3028,3028,3028,3028,3028,3028,3028,3028,3028,3028,3028,369,6679402,363,SER_S11#B03#1#180,2,SER_S11/B03/B03_R1/SER_S11_B03_R1_IMAG0365.JPG,2497566,181,SER_S11,B03,1,180,2015-08-24,12:34:49,18837659,2,2,1,0.6,0.0,0.0,0.0,0.67,0.07,0.75,0.69,1.0,11,,SER_S11/B03/B03_R1/SER_S11_B03_R1_IMAG0365.JPG,"[0.834, 0.392, 0.166, 0.521]",0.966,impala
1155,81549,81549,81549,81549,81549,81549,81549,81549,81549,81549,81549,81549,81549,81549,81549,81549,406982,7079726,400687,SER_S11#M13#2#1533,2,SER_S11/M13/M13_R2/SER_S11_M13_R2_IMAG4579.JPG,2652018,154633,SER_S11,M13,2,1533,2015-11-12,08:18:31,31501457,11-50,11-50,5,0.25,0.0,0.88,0.12,0.0,0.0,0.89,0.5,,13,2.0,SER_S11/M13/M13_R2/SER_S11_M13_R2_IMAG4579.JPG,"[0.798, 0.429, 0.188, 0.11]",0.882,wildebeest
1957,54224,54224,54224,54224,54224,54224,54224,54224,54224,54224,54224,54224,54224,54224,54224,54224,366195,7039157,360118,SER_S11#M07#1#270,3,SER_S11/M07/M07_R1/SER_S11_M07_R1_IMAG0755.JPG,2636872,139487,SER_S11,M07,1,270,2015-09-09,13:21:46,29791210,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.96,,13,2.0,SER_S11/M07/M07_R1/SER_S11_M07_R1_IMAG0755.JPG,"[0.417, 0.05, 0.583, 0.935]",0.758,wildebeest
8084,19002,19002,19002,19002,19002,19002,19002,19002,19002,19002,19002,19002,19002,19002,19002,19002,312678,6985970,306931,SER_S11#K07#1#884,1,SER_S11/K07/K07_R1/SER_S11_K07_R1_IMAG2625.JPG,2618090,120705,SER_S11,K07,1,884,2015-09-13,21:09:51,29747158,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,22,17.0,SER_S11/K07/K07_R1/SER_S11_K07_R1_IMAG2625.JPG,"[0.543, 0.369, 0.278, 0.199]",0.998,aardvark
4004,1368,1368,1368,1368,1368,1368,1368,1368,1368,1368,1368,1368,1368,1368,1368,1368,95155,6772882,93843,SER_S11#E02#1#713,3,SER_S11/E02/E02_R1/SER_S11_E02_R1_IMAG1990.JPG,2535646,38261,SER_S11,E02,1,713,2015-09-02,11:23:22,21924326,5,4,3,1.0,0.0,1.0,0.43,0.0,0.29,0.47,0.87,0.14,11,,SER_S11/E02/E02_R1/SER_S11_E02_R1_IMAG1990.JPG,"[0.001, 0.416, 0.017, 0.049]",0.79,impala
4751,90781,90781,90781,90781,90781,90781,90781,90781,90781,90781,90781,90781,90781,90781,90781,90781,28322,6707127,28088,SER_S11#C01#2#133,3,SER_S11/C01/C01_R2/SER_S11_C01_R2_IMAG0350.JPG,2508240,10855,SER_S11,C01,2,133,2015-10-20,15:10:35,18874007,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.95,0.56,,1,15.0,SER_S11/C01/C01_R2/SER_S11_C01_R2_IMAG0350.JPG,"[0.263, 0.491, 0.017, 0.033]",0.429,zebra
3550,79059,79059,79059,79059,79059,79059,79059,79059,79059,79059,79059,79059,79059,79059,79059,79059,93341,6771224,92185,SER_S11#E02#1#123,3,SER_S11/E02/E02_R1/SER_S11_E02_R1_IMAG0332.JPG,2535004,37619,SER_S11,E02,1,123,2015-08-09,13:13:39,21923736,2,2,2,0.75,0.0,0.0,0.75,0.0,0.0,0.4,0.88,0.0,11,,SER_S11/E02/E02_R1/SER_S11_E02_R1_IMAG0332.JPG,"[0.582, 0.42, 0.028, 0.025]",0.286,impala
8665,81180,81180,81180,81180,81180,81180,81180,81180,81180,81180,81180,81180,81180,81180,81180,81180,463818,7135962,456923,SER_S11#P13#2#382,3,SER_S11/P13/P13_R2/SER_S11_P13_R2_IMAG1071.JPG,2672505,175120,SER_S11,P13,2,382,2015-11-20,12:09:03,31562359,10,4,1,0.6,0.0,0.4,0.6,0.0,0.0,1.0,0.0,,1,15.0,SER_S11/P13/P13_R2/SER_S11_P13_R2_IMAG1071.JPG,"[0.125, 0.429, 0.062, 0.036]",0.98,zebra
23,76780,76780,76780,76780,76780,76780,76780,76780,76780,76780,76780,76780,76780,76780,76780,76780,34321,6712514,33475,SER_S11#C02#2#98,3,SER_S11/C02/C02_R2/SER_S11_C02_R2_IMAG0287.JPG,2510421,13036,SER_S11,C02,2,98,2015-10-16,09:32:18,18880486,1,1,1,0.45,0.0,0.55,0.0,0.0,0.0,0.65,0.69,,13,2.0,SER_S11/C02/C02_R2/SER_S11_C02_R2_IMAG0287.JPG,"[0.009, 0, 0.982, 0.992]",0.999,wildebeest
4633,20925,20925,20925,20925,20925,20925,20925,20925,20925,20925,20925,20925,20925,20925,20925,20925,467151,7139277,460238,SER_S11#Q06#2#175,1,SER_S11/Q06/Q06_R2/SER_S11_Q06_R2_IMAG0466.JPG,2673737,176352,SER_S11,Q06,2,175,2015-11-11,00:09:49,31564783,11-50,11-50,11-50,0.8,0.0,1.0,0.6,0.0,0.0,0.62,0.95,,13,2.0,SER_S11/Q06/Q06_R2/SER_S11_Q06_R2_IMAG0466.JPG,"[0.296, 0.336, 0.182, 0.455]",0.989,wildebeest
789,50326,50326,50326,50326,50326,50326,50326,50326,50326,50326,50326,50326,50326,50326,50326,50326,93620,6771491,92452,SER_S11#E02#1#217,2,SER_S11/E02/E02_R1/SER_S11_E02_R1_IMAG0599.JPG,2535102,37717,SER_S11,E02,1,217,2015-08-15,10:50:02,21923830,2,2,2,0.06,0.0,0.94,0.0,0.06,0.0,0.94,0.32,,1,15.0,SER_S11/E02/E02_R1/SER_S11_E02_R1_IMAG0599.JPG,"[0.47, 0.16, 0.527, 0.505]",0.999,zebra
8722,90129,90129,90129,90129,90129,90129,90129,90129,90129,90129,90129,90129,90129,90129,90129,90129,497569,7169569,490530,SER_S11#S09#2#144,3,SER_S11/S09/S09_R2/SER_S11_S09_R2_IMAG0421.JPG,2684356,186971,SER_S11,S09,2,144,2015-10-25,12:25:12,31698105,1,1,1,0.33,0.0,0.0,0.83,0.0,0.0,0.6,0.79,,32,,SER_S11/S09/S09_R2/SER_S11_S09_R2_IMAG0421.JPG,"[0.191, 0.627, 0.798, 0.371]",0.996,gazellegrants
2802,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,122992,6800454,121415,SER_S11#E09#1#35,3,SER_S11/E09/E09_R1/SER_S11_E09_R1_IMAG0092.JPG,2545651,48266,SER_S11,E09,1,35,2015-08-18,13:11:27,21934785,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.75,,32,,SER_S11/E09/E09_R1/SER_S11_E09_R1_IMAG0092.JPG,"[0, 0.007, 0.441, 0.907]",0.999,gazellegrants
2926,86808,86808,86808,86808,86808,86808,86808,86808,86808,86808,86808,86808,86808,86808,86808,86808,147068,6824430,145391,SER_S11#F05#1#475,3,SER_S11/F05/F05_R1/SER_S11_F05_R1_IMAG1170.JPG,2555012,57627,SER_S11,F05,1,475,2015-09-06,07:43:36,21944112,11-50,8,7,0.45,0.0,0.75,1.0,0.1,0.0,1.0,0.44,,13,2.0,SER_S11/F05/F05_R1/SER_S11_F05_R1_IMAG1170.JPG,"[0.001, 0.615, 0.042, 0.109]",0.913,wildebeest
6830,114714,114714,114714,114714,114714,114714,114714,114714,114714,114714,114714,114714,114714,114714,114714,114714,375116,7047997,368958,SER_S11#M09#1#752,2,SER_S11/M09/M09_R1/SER_S11_M09_R1_IMAG2097.JPG,2640727,143342,SER_S11,M09,1,752,2015-07-31,09:42:27,29795703,3,1,1,0.11,0.0,1.0,0.11,0.0,0.0,0.9,0.74,,2,,SER_S11/M09/M09_R1/SER_S11_M09_R1_IMAG2097.JPG,"[0.283, 0.515, 0.064, 0.071]",0.862,warthog
10241,18417,18417,18417,18417,18417,18417,18417,18417,18417,18417,18417,18417,18417,18417,18417,18417,203230,6879348,200309,SER_S11#H03#2#33,3,SER_S11/H03/H03_R2/SER_S11_H03_R2_IMAG0091.JPG,2576300,78915,SER_S11,H03,2,33,2015-10-20,14:23:04,27829788,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.55,0.83,0.0,11,,SER_S11/H03/H03_R2/SER_S11_H03_R2_IMAG0091.JPG,"[0.546, 0.074, 0.32, 0.634]",0.999,impala
6338,58183,58183,58183,58183,58183,58183,58183,58183,58183,58183,58183,58183,58183,58183,58183,58183,310469,6983761,304722,SER_S11#K07#1#140,2,SER_S11/K07/K07_R1/SER_S11_K07_R1_IMAG0416.JPG,2617346,119961,SER_S11,K07,1,140,2015-08-27,12:16:40,29746414,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,6,10.0,SER_S11/K07/K07_R1/SER_S11_K07_R1_IMAG0416.JPG,"[0.402, 0.428, 0.021, 0.032]",0.099,birdother
1418,34397,34397,34397,34397,34397,34397,34397,34397,34397,34397,34397,34397,34397,34397,34397,34397,1200,6680233,1194,SER_S11#B03#1#488,3,SER_S11/B03/B03_R1/SER_S11_B03_R1_IMAG1198.JPG,2497873,488,SER_S11,B03,1,488,2015-09-13,08:38:14,18837966,1,1,1,0.05,0.0,0.95,0.0,0.0,0.0,1.0,0.0,,7,19.0,SER_S11/B03/B03_R1/SER_S11_B03_R1_IMAG1198.JPG,"[0.487, 0.6, 0.162, 0.192]",0.975,baboon
6329,73471,73471,73471,73471,73471,73471,73471,73471,73471,73471,73471,73471,73471,73471,73471,73471,336126,7009393,330354,SER_S11#K13#1#343,2,SER_S11/K13/K13_R1/SER_S11_K13_R1_IMAG0857.JPG,2626350,128965,SER_S11,K13,1,343,2015-09-10,10:47:24,29767625,1,1,1,0.14,0.0,0.86,0.43,0.0,0.0,0.7,0.73,,2,,SER_S11/K13/K13_R1/SER_S11_K13_R1_IMAG0857.JPG,"[0.476, 0.454, 0.522, 0.424]",0.998,warthog
8733,16054,16054,16054,16054,16054,16054,16054,16054,16054,16054,16054,16054,16054,16054,16054,16054,93159,6771046,92007,SER_S11#E02#1#55,3,SER_S11/E02/E02_R1/SER_S11_E02_R1_IMAG0154.JPG,2534934,37549,SER_S11,E02,1,55,2015-08-03,12:04:50,21923668,4,3,1,0.9,0.6,1.0,0.0,0.0,0.0,0.56,0.87,0.0,11,,SER_S11/E02/E02_R1/SER_S11_E02_R1_IMAG0154.JPG,"[0.002, 0.201, 0.491, 0.795]",0.999,impala
5273,85180,85180,85180,85180,85180,85180,85180,85180,85180,85180,85180,85180,85180,85180,85180,85180,377044,7049906,370867,SER_S11#M09#1#1466,1,SER_S11/M09/M09_R1/SER_S11_M09_R1_IMAG4006.JPG,2641447,144062,SER_S11,M09,1,1466,2015-08-27,13:57:57,29811302,1,1,1,0.33,0.17,0.5,0.0,0.0,0.0,0.86,0.59,,2,,SER_S11/M09/M09_R1/SER_S11_M09_R1_IMAG4006.JPG,"[0, 0.23, 1.0, 0.768]",0.996,warthog
8916,68855,68855,68855,68855,68855,68855,68855,68855,68855,68855,68855,68855,68855,68855,68855,68855,268451,6942768,263729,SER_S11#J05#2#119,2,SER_S11/J05/J05_R2/SER_S11_J05_R2_IMAG0345.JPG,2602238,104853,SER_S11,J05,2,119,2015-11-07,15:55:32,27916055,11-50,11-50,3,0.43,0.0,0.29,1.0,0.0,0.0,0.7,0.88,,13,2.0,SER_S11/J05/J05_R2/SER_S11_J05_R2_IMAG0345.JPG,"[0.559, 0.148, 0.439, 0.851]",0.994,wildebeest
605,3838,3838,3838,3838,3838,3838,3838,3838,3838,3838,3838,3838,3838,3838,3838,3838,68388,6746498,67459,SER_S11#C09#1#363,1,SER_S11/C09/C09_R1/SER_S11_C09_R1_IMAG1056.JPG,2524871,27486,SER_S11,C09,1,363,2015-08-28,12:55:51,19241018,11-50,11-50,7,0.93,0.27,0.4,0.27,0.13,0.13,0.79,0.58,,35,,SER_S11/C09/C09_R1/SER_S11_C09_R1_IMAG1056.JPG,"[0.832, 0.658, 0.167, 0.301]",0.994,gazellethomsons
2039,54202,54202,54202,54202,54202,54202,54202,54202,54202,54202,54202,54202,54202,54202,54202,54202,93411,6771294,92255,SER_S11#E02#1#149,1,SER_S11/E02/E02_R1/SER_S11_E02_R1_IMAG0402.JPG,2535030,37645,SER_S11,E02,1,149,2015-08-11,08:09:30,21923762,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.69,,16,,SER_S11/E02/E02_R1/SER_S11_E02_R1_IMAG0402.JPG,"[0.001, 0.507, 0.114, 0.453]",0.999,dikdik
9785,22537,22537,22537,22537,22537,22537,22537,22537,22537,22537,22537,22537,22537,22537,22537,22537,111908,6789451,110412,SER_S11#E04#2#9,1,SER_S11/E04/E04_R2/SER_S11_E04_R2_IMAG0022.JPG,2541804,44419,SER_S11,E04,2,9,2015-10-23,20:30:08,21930761,1,1,1,0.26,0.0,0.53,0.42,0.0,0.0,0.95,0.29,,12,,SER_S11/E04/E04_R2/SER_S11_E04_R2_IMAG0022.JPG,"[0.42, 0.256, 0.58, 0.544]",0.999,hippopotamus
993,79216,79216,79216,79216,79216,79216,79216,79216,79216,79216,79216,79216,79216,79216,79216,79216,445070,7117314,438275,SER_S11#P05#2#375,2,SER_S11/P05/P05_R2/SER_S11_P05_R2_IMAG1067.JPG,2665753,168368,SER_S11,P05,2,375,2015-11-05,06:30:07,31554599,1,1,1,0.12,0.0,0.88,0.0,0.0,0.0,1.0,0.0,,13,2.0,SER_S11/P05/P05_R2/SER_S11_P05_R2_IMAG1067.JPG,"[0.58, 0.37, 0.129, 0.1]",0.998,wildebeest
3945,33451,33451,33451,33451,33451,33451,33451,33451,33451,33451,33451,33451,33451,33451,33451,33451,974,6680007,968,SER_S11#B03#1#400,3,SER_S11/B03/B03_R1/SER_S11_B03_R1_IMAG0972.JPG,2497785,400,SER_S11,B03,1,400,2015-08-31,10:50:03,18837878,1,1,1,0.31,0.0,0.23,0.69,0.0,0.0,0.76,0.62,,2,,SER_S11/B03/B03_R1/SER_S11_B03_R1_IMAG0972.JPG,"[0.003, 0.532, 0.61, 0.468]",0.997,warthog
5836,31807,31807,31807,31807,31807,31807,31807,31807,31807,31807,31807,31807,31807,31807,31807,31807,84885,6762943,83904,SER_S11#C13#2#419,3,SER_S11/C13/C13_R2/SER_S11_C13_R2_IMAG0962.JPG,2531149,33764,SER_S11,C13,2,419,2015-11-06,15:25:39,19247829,1,1,1,0.6,0.0,0.2,0.6,0.0,0.0,0.29,0.9,,2,,SER_S11/C13/C13_R2/SER_S11_C13_R2_IMAG0962.JPG,"[0.178, 0.702, 0.82, 0.298]",0.998,warthog
4541,13415,13415,13415,13415,13415,13415,13415,13415,13415,13415,13415,13415,13415,13415,13415,13415,96644,6774299,95260,SER_S11#E02#2#267,3,SER_S11/E02/E02_R2/SER_S11_E02_R2_IMAG0740.JPG,2536198,38813,SER_S11,E02,2,267,2015-11-18,12:59:53,21924854,2,1,1,0.06,0.0,0.94,0.0,0.0,0.0,0.86,0.66,,2,,SER_S11/E02/E02_R2/SER_S11_E02_R2_IMAG0740.JPG,"[0.474, 0.411, 0.285, 0.216]",0.993,warthog
5225,69444,69444,69444,69444,69444,69444,69444,69444,69444,69444,69444,69444,69444,69444,69444,69444,366052,7039014,359975,SER_S11#M07#1#222,2,SER_S11/M07/M07_R1/SER_S11_M07_R1_IMAG0612.JPG,2636824,139439,SER_S11,M07,1,222,2015-09-05,11:59:04,29791162,1,1,1,0.44,0.0,0.56,0.0,0.0,0.0,0.9,0.47,,9,32.0,SER_S11/M07/M07_R1/SER_S11_M07_R1_IMAG0612.JPG,"[0.219, 0.803, 0.419, 0.194]",0.993,hyena
5271,103763,103763,103763,103763,103763,103763,103763,103763,103763,103763,103763,103763,103763,103763,103763,103763,310,6679345,306,SER_S11#B03#1#157,2,SER_S11/B03/B03_R1/SER_S11_B03_R1_IMAG0308.JPG,2497542,157,SER_S11,B03,1,157,2015-08-22,08:32:51,18837636,2,2,1,0.2,0.0,0.9,0.0,0.0,0.0,0.56,0.73,1.0,11,,SER_S11/B03/B03_R1/SER_S11_B03_R1_IMAG0308.JPG,"[0.193, 0.432, 0.203, 0.14]",0.912,impala
6611,40283,40283,40283,40283,40283,40283,40283,40283,40283,40283,40283,40283,40283,40283,40283,40283,321771,6995042,316003,SER_S11#K09#2#1566,1,SER_S11/K09/K09_R2/SER_S11_K09_R2_IMAG4581.JPG,2621187,123802,SER_S11,K09,2,1566,2015-11-09,19:06:51,29762444,4,1,1,0.5,0.0,0.5,0.25,0.0,0.0,0.67,0.79,,13,2.0,SER_S11/K09/K09_R2/SER_S11_K09_R2_IMAG4581.JPG,"[0.391, 0.318, 0.188, 0.16]",0.657,wildebeest
1691,99609,99609,99609,99609,99609,99609,99609,99609,99609,99609,99609,99609,99609,99609,99609,99609,369247,7042203,363164,SER_S11#M07#2#1427,1,SER_S11/M07/M07_R2/SER_S11_M07_R2_IMAG3036.JPG,2638305,140920,SER_S11,M07,2,1427,2015-11-22,09:15:19,29792641,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,6,10.0,SER_S11/M07/M07_R2/SER_S11_M07_R2_IMAG3036.JPG,,0.0,birdother
5332,19916,19916,19916,19916,19916,19916,19916,19916,19916,19916,19916,19916,19916,19916,19916,19916,87955,6765947,86908,SER_S11#D03#1#462,3,SER_S11/D03/D03_R1/SER_S11_D03_R1_IMAG1249.JPG,2532315,34930,SER_S11,D03,1,462,2015-09-16,09:42:38,19248973,3,3,3,0.0,0.0,1.0,0.0,0.0,0.06,0.95,0.3,,2,,SER_S11/D03/D03_R1/SER_S11_D03_R1_IMAG1249.JPG,"[0.49, 0.617, 0.083, 0.066]",0.999,warthog
2908,30016,30016,30016,30016,30016,30016,30016,30016,30016,30016,30016,30016,30016,30016,30016,30016,101356,6778981,99942,SER_S11#E03#1#218,2,SER_S11/E03/E03_R1/SER_S11_E03_R1_IMAG0442.JPG,2537854,40469,SER_S11,E03,1,218,2015-08-31,17:12:16,21926539,7,5,2,0.74,0.0,0.47,0.68,0.0,0.05,1.0,0.0,,1,15.0,SER_S11/E03/E03_R1/SER_S11_E03_R1_IMAG0442.JPG,"[0.005, 0.242, 0.9, 0.742]",0.997,zebra
6967,95574,95574,95574,95574,95574,95574,95574,95574,95574,95574,95574,95574,95574,95574,95574,95574,147014,6824382,145343,SER_S11#F05#1#456,2,SER_S11/F05/F05_R1/SER_S11_F05_R1_IMAG1122.JPG,2554991,57606,SER_S11,F05,1,456,2015-09-05,14:25:16,21944093,1,1,1,0.08,0.0,0.92,0.15,0.0,0.08,0.93,0.37,,2,,SER_S11/F05/F05_R1/SER_S11_F05_R1_IMAG1122.JPG,"[0.382, 0.697, 0.265, 0.299]",0.994,warthog
2045,71428,71428,71428,71428,71428,71428,71428,71428,71428,71428,71428,71428,71428,71428,71428,71428,236725,6911819,232780,SER_S11#I03#1#2746,2,SER_S11/I03/I03_R1/SER_S11_I03_R1_IMAG7234.JPG,2588260,90875,SER_S11,I03,1,2746,2015-10-09,13:27:18,27898972,3,2,1,0.2,0.0,0.6,0.4,0.0,0.0,1.0,0.65,,1,15.0,SER_S11/I03/I03_R1/SER_S11_I03_R1_IMAG7234.JPG,,0.0,zebra
3795,109790,109790,109790,109790,109790,109790,109790,109790,109790,109790,109790,109790,109790,109790,109790,109790,424374,7096847,417808,SER_S11#O06#1#162,3,SER_S11/O06/O06_R1/SER_S11_O06_R1_IMAG0473.JPG,2658207,160822,SER_S11,O06,1,162,2015-11-08,10:51:16,31515449,1,1,1,0.25,0.0,0.12,1.0,0.0,0.0,1.0,0.5,,1,15.0,SER_S11/O06/O06_R1/SER_S11_O06_R1_IMAG0473.JPG,"[0.083, 0.323, 0.705, 0.674]",0.999,zebra
4505,3215,3215,3215,3215,3215,3215,3215,3215,3215,3215,3215,3215,3215,3215,3215,3215,258633,6933336,254297,SER_S11#J02#2#148,1,SER_S11/J02/J02_R2/SER_S11_J02_R2_IMAG0423.JPG,2598311,100926,SER_S11,J02,2,148,2016-01-02,17:50:36,27910871,3,3,1,0.29,0.14,0.86,0.0,0.0,0.0,0.78,0.62,0.86,11,,SER_S11/J02/J02_R2/SER_S11_J02_R2_IMAG0423.JPG,"[0.519, 0.104, 0.319, 0.607]",0.998,impala
6060,40216,40216,40216,40216,40216,40216,40216,40216,40216,40216,40216,40216,40216,40216,40216,40216,416289,7088853,409814,SER_S11#N06#1#1337,1,SER_S11/N06/N06_R1/SER_S11_N06_R1_IMAG3678.JPG,2655359,157974,SER_S11,N06,1,1337,2015-11-11,11:23:15,31509407,1,1,1,0.6,0.0,0.2,0.4,0.0,0.0,0.71,0.72,,2,,SER_S11/N06/N06_R1/SER_S11_N06_R1_IMAG3678.JPG,"[0, 0.618, 0.178, 0.358]",0.972,warthog
